Period,Number,Big/Small,Color,Premium
20250712100010433,4,Small,red,74184
20250712100010434,3,Small,green,18533
20250712100010435,6,Big,red,17046
20250712100010436,2,Small,red,65552
20250712100010437,3,Small,green,62923
20250712100010438,8,Big,red,28898
20250712100010439,2,Small,red,44622
20250712100010440,4,Small,red,14574
20250712100010441,7,Big,green,81267
20250712100010442,9,Big,green,87719
20250712100010443,1,Small,green,20751
20250712100010444,0,Small,"red,violet",52790
20250712100010445,3,Small,green,71403
20250712100010446,7,Big,green,75397
20250712100010447,2,Small,red,82322
20250712100010448,7,Big,green,83077
20250712100010449,2,Small,red,16672
20250712100010450,6,Big,red,89236
20250712100010451,3,Small,green,91663
20250712100010452,1,Small,green,28221
20250712100010453,1,Small,green,69361
20250712100010454,4,Small,red,20934
20250712100010455,0,Small,"red,violet",36510
20250712100010456,3,Small,green,51973
20250712100010457,4,Small,red,32564
20250712100010458,2,Small,red,31862
20250712100010459,0,Small,"red,violet",99000
20250712100010460,0,Small,"red,violet",11890
20250712100010461,3,Small,green,37573
20250712100010462,4,Small,red,49854
20250712100010463,2,Small,red,60882
20250712100010464,0,Small,"red,violet",13630
20250712100010465,5,Big,"green,violet",66175
20250712100010466,3,Small,green,55053
20250712100010467,6,Big,red,68076
20250712100010468,3,Small,green,94223
20250712100010469,5,Big,"green,violet",53235
20250712100010470,5,Big,"green,violet",39225
20250712100010471,3,Small,green,58403
20250712100010472,1,Small,green,67001
20250712100010473,3,Small,green,32893
20250712100010474,1,Small,green,83761
20250712100010475,9,Big,green,70379
20250712100010476,1,Small,green,14151
20250712100010477,0,Small,"red,violet",78310
20250712100010478,3,Small,green,89333
20250712100010479,5,Big,"green,violet",20065
20250712100010480,6,Big,red,39436
20250712100010481,4,Small,red,60184
20250712100010482,2,Small,red,31982
20250712100010483,3,Small,green,65703
20250712100010484,7,Big,green,56697
20250712100010485,3,Small,green,76983
20250712100010486,2,Small,red,58522
20250712100010487,6,Big,red,70176
20250712100010488,5,Big,"green,violet",99025
20250712100010489,7,Big,green,20297
20250712100010490,6,Big,red,99776
20250712100010491,4,Small,red,74644
20250712100010492,2,Small,red,92832
20250712100010493,4,Small,red,33554
20250712100010494,4,Small,red,83044
20250712100010495,2,Small,red,42692
20250712100010496,6,Big,red,97946
20250712100010497,6,Big,red,12036
20250712100010498,2,Small,red,59722
20250712100010499,8,Big,red,84148
20250712100010500,4,Small,red,37124
20250712100010501,9,Big,green,78459
20250712100010502,7,Big,green,99677
20250712100010503,5,Big,"green,violet",42045
20250712100010504,5,Big,"green,violet",60025
20250712100010505,5,Big,"green,violet",48095
20250712100010506,5,Big,"green,violet",91325
20250712100010507,3,Small,green,77913
20250712100010508,1,Small,green,89571
20250712100010509,5,Big,"green,violet",67965
20250712100010510,1,Small,green,38181
20250712100010511,3,Small,green,99973
20250712100010512,9,Big,green,46409
20250712100010513,7,Big,green,36407
20250712100010514,1,Small,green,31491
20250712100010515,9,Big,green,48499
20250712100010516,6,Big,red,74166
20250712100010517,0,Small,"red,violet",91370
20250712100010518,6,Big,red,33346
20250712100010519,2,Small,red,60472
20250712100010520,4,Small,red,65594
20250712100010521,0,Small,"red,violet",75870
20250712100010522,0,Small,"red,violet",11820
20250712100010523,1,Small,green,89351
20250712100010524,3,Small,green,70713
20250712100010525,0,Small,"red,violet",30880
20250712100010526,8,Big,red,46508
20250712100010527,1,Small,green,89091
20250712100010528,1,Small,green,62801
20250712100010529,3,Small,green,31393
20250712100010530,3,Small,green,67463
20250712100010531,4,Small,red,12114
20250712100010532,4,Small,red,17844
20250712100010533,5,Big,"green,violet",91045
20250712100010534,8,Big,red,54758
20250712100010535,0,Small,"red,violet",41340
20250712100010536,6,Big,red,42906
20250712100010537,0,Small,"red,violet",68750
20250712100010538,3,Small,green,94753
20250712100010539,3,Small,green,94593
20250712100010540,2,Small,red,84552
20250712100010541,2,Small,red,83752
20250712100010542,6,Big,red,64956
20250712100010543,8,Big,red,17358
20250712100010544,9,Big,green,27289
20250712100010545,8,Big,red,86098
20250712100010546,8,Big,red,61428
20250712100010547,3,Small,green,23243
20250712100010548,9,Big,green,76559
20250712100010549,3,Small,green,69013
20250712100010550,1,Small,green,32921
20250712100010551,5,Big,"green,violet",59765
20250712100010552,4,Small,red,47794
20250712100010553,5,Big,"green,violet",23705
20250712100010554,5,Big,"green,violet",73215
20250712100010555,6,Big,red,92196
20250712100010556,2,Small,red,93992
20250712100010557,8,Big,red,57078
20250712100010558,9,Big,green,72879
20250712100010559,0,Small,"red,violet",69820
20250712100010560,0,Small,"red,violet",51940
20250712100010561,6,Big,red,22296
20250712100010562,9,Big,green,65339
20250712100010563,9,Big,green,74749
20250712100010564,6,Big,red,19486
20250712100010565,0,Small,"red,violet",93220
20250712100010566,7,Big,green,43397
20250712100010567,0,Small,"red,violet",29990
20250712100010568,8,Big,red,93728
20250712100010569,1,Small,green,17561
20250712100010570,4,Small,red,13584
20250712100010571,3,Small,green,85243
20250712100010572,1,Small,green,20561
20250712100010573,3,Small,green,71303
20250712100010574,8,Big,red,10298
20250712100010575,2,Small,red,13382
20250712100010576,4,Small,red,63744
20250712100010577,5,Big,"green,violet",85095
20250712100010578,6,Big,red,65026
20250712100010579,8,Big,red,46178
20250712100010580,2,Small,red,87392
20250712100010581,1,Small,green,57481
20250712100010582,6,Big,red,10186
20250712100010583,2,Small,red,84412
20250712100010584,1,Small,green,83391
20250712100010585,4,Small,red,36664
20250712100010586,1,Small,green,20881
20250712100010587,3,Small,green,14183
20250712100010588,3,Small,green,59513
20250712100010589,2,Small,red,32412
20250712100010590,2,Small,red,44562
20250712100010591,2,Small,red,49152
20250712100010592,6,Big,red,85166
20250712100010593,7,Big,green,66597
20250712100010594,5,Big,"green,violet",90485
20250712100010595,6,Big,red,63676
20250712100010596,6,Big,red,42026
20250712100010597,1,Small,green,97271
20250712100010598,8,Big,red,23688
20250712100010599,7,Big,green,50927
20250712100010600,2,Small,red,72262
20250712100010601,8,Big,red,74188
20250712100010602,0,Small,"red,violet",23550
20250712100010603,2,Small,red,31662
20250712100010604,9,Big,green,86939
20250712100010605,5,Big,"green,violet",99655
20250712100010606,2,Small,red,74852
20250712100010607,1,Small,green,96251
20250712100010608,5,Big,"green,violet",96585
20250712100010609,8,Big,red,64068
20250712100010610,9,Big,green,50049
20250712100010611,8,Big,red,19738
20250712100010612,7,Big,green,97367
20250712100010613,6,Big,red,73596
20250712100010614,0,Small,"red,violet",14560
20250712100010615,8,Big,red,52608
20250712100010616,5,Big,"green,violet",99225
20250712100010617,9,Big,green,24999
20250712100010618,2,Small,red,71412
20250712100010619,4,Small,red,56694
20250712100010620,6,Big,red,73576
20250712100010621,6,Big,red,50146
20250712100010622,3,Small,green,26883
20250712100010623,7,Big,green,33127
20250712100010624,8,Big,red,19918
20250712100010625,2,Small,red,44892
20250712100010626,1,Small,green,29521
20250712100010627,4,Small,red,72664
20250712100010628,4,Small,red,89934
20250712100010629,4,Small,red,49044
20250712100010630,0,Small,"red,violet",29670
20250712100010631,8,Big,red,52038
20250712100010632,7,Big,green,18797
20250712100010633,9,Big,green,20819
20250712100010634,3,Small,green,93713
20250712100010635,5,Big,"green,violet",38755
20250712100010636,1,Small,green,47571
20250712100010637,7,Big,green,78357
20250712100010638,3,Small,green,90733
20250712100010639,2,Small,red,50632
20250712100010640,6,Big,red,54486
20250712100010641,8,Big,red,74088
20250712100010642,3,Small,green,18853
20250712100010643,9,Big,green,31869
20250712100010644,6,Big,red,57646
20250712100010645,3,Small,green,12363
20250712100010646,6,Big,red,16346
20250712100010647,9,Big,green,10679
20250712100010648,6,Big,red,65426
20250712100010649,7,Big,green,36847
20250712100010650,9,Big,green,27869
20250712100010651,9,Big,green,93589
20250712100010652,3,Small,green,87643
20250712100010653,6,Big,red,25156
20250712100010654,5,Big,"green,violet",11495
20250712100010655,5,Big,"green,violet",97545
20250712100010656,5,Big,"green,violet",34835
20250712100010657,3,Small,green,40103
20250712100010658,7,Big,green,23527
20250712100010659,5,Big,"green,violet",87215
20250712100010660,0,Small,"red,violet",89210
20250712100010661,9,Big,green,10919
20250712100010662,9,Big,green,50819
20250712100010663,2,Small,red,18472
20250712100010664,2,Small,red,37892
20250712100010665,3,Small,green,86113
20250712100010666,0,Small,"red,violet",13100
20250712100010667,0,Small,"red,violet",16200
20250712100010668,8,Big,red,66708
20250712100010669,7,Big,green,19647
20250712100010670,7,Big,green,36027
20250712100010671,2,Small,red,72042
20250712100010672,2,Small,red,84102
20250712100010673,6,Big,red,59866
20250712100010674,8,Big,red,26408
20250712100010675,4,Small,red,54154
20250712100010676,8,Big,red,58258
20250712100010677,0,Small,"red,violet",19210
20250712100010678,5,Big,"green,violet",91825
20250712100010679,7,Big,green,28237
20250712100010680,3,Small,green,84633
20250712100010681,5,Big,"green,violet",75195
20250712100010682,3,Small,green,90073
20250712100010683,5,Big,"green,violet",69705
20250712100010684,7,Big,green,63957
20250712100010685,1,Small,green,11711
20250712100010686,8,Big,red,19948
20250712100010687,6,Big,red,47656
20250712100010688,9,Big,green,73179
20250712100010689,2,Small,red,62272
20250712100010690,4,Small,red,45104
20250712100010691,9,Big,green,47129
20250712100010692,5,Big,"green,violet",79455
20250712100010693,9,Big,green,27209
20250712100010694,1,Small,green,72841
20250712100010695,2,Small,red,20882
20250712100010696,3,Small,green,26453
20250712100010697,4,Small,red,14754
20250712100010698,2,Small,red,96782
20250712100010699,6,Big,red,22836
20250712100010700,0,Small,"red,violet",32980
20250712100010701,2,Small,red,17512
20250712100010702,1,Small,green,41541
20250712100010703,9,Big,green,33589
20250712100010704,6,Big,red,75586
20250712100010705,5,Big,"green,violet",43055
20250712100010706,4,Small,red,85904
20250712100010707,4,Small,red,70104
20250712100010708,4,Small,red,46484
20250712100010709,4,Small,red,21624
20250712100010710,6,Big,red,52006
20250712100010711,3,Small,green,23673
20250712100010712,4,Small,red,47094
20250712100010713,6,Big,red,47466
20250712100010714,9,Big,green,93849
20250712100010715,2,Small,red,22962
20250712100010716,1,Small,green,19711
20250712100010717,0,Small,"red,violet",56190
20250712100010718,5,Big,"green,violet",74975
20250712100010719,1,Small,green,43631
20250712100010720,6,Big,red,10666
20250712100010721,8,Big,red,17368
20250712100010722,2,Small,red,55532
20250712100010723,9,Big,green,28309
20250712100010724,2,Small,red,87082
20250712100010725,5,Big,"green,violet",72105
20250712100010726,9,Big,green,55879
20250712100010727,8,Big,red,75398
20250712100010728,2,Small,red,28082
20250712100010729,4,Small,red,37084
20250712100010730,3,Small,green,93123
20250712100010731,2,Small,red,15112
20250712100010732,3,Small,green,85993
20250712100010733,2,Small,red,76032
20250712100010734,4,Small,red,87544
20250712100010735,3,Small,green,28583
20250712100010736,8,Big,red,90808
20250712100010737,5,Big,"green,violet",86915
20250712100010738,7,Big,green,24157
20250712100010739,6,Big,red,75596
20250712100010740,0,Small,"red,violet",18710
20250712100010741,0,Small,"red,violet",58630
20250712100010742,0,Small,"red,violet",96720
20250712100010743,8,Big,red,80048
20250712100010744,7,Big,green,69017
20250712100010745,0,Small,"red,violet",73870
20250712100010746,6,Big,red,46296
20250712100010747,3,Small,green,75413
20250712100010748,4,Small,red,24154
20250712100010749,1,Small,green,38621
20250712100010750,7,Big,green,90517
20250712100010751,0,Small,"red,violet",60400
20250712100010752,1,Small,green,23461
20250712100010753,7,Big,green,91717
20250712100010754,2,Small,red,43102
20250712100010755,9,Big,green,79599
20250712100010756,1,Small,green,26931
20250712100010757,4,Small,red,81594
20250712100010758,7,Big,green,41217
20250712100010759,6,Big,red,72806
20250712100010760,9,Big,green,42379
20250712100010761,4,Small,red,99324
20250712100010762,7,Big,green,59597
20250712100010763,5,Big,"green,violet",40785
20250712100010764,0,Small,"red,violet",92680
20250712100010765,1,Small,green,66711
20250712100010766,9,Big,green,83099
20250712100010767,5,Big,"green,violet",23935
20250712100010768,4,Small,red,82414
20250712100010769,2,Small,red,46832
20250712100010770,9,Big,green,32809
20250712100010771,3,Small,green,21803
20250712100010772,4,Small,red,10744
20250712100010773,7,Big,green,86047
20250712100010774,3,Small,green,36973
20250712100010775,4,Small,red,35894
20250712100010776,5,Big,"green,violet",25355
20250712100010777,5,Big,"green,violet",66345
20250712100010778,0,Small,"red,violet",50860
20250712100010779,6,Big,red,30836
20250712100010780,5,Big,"green,violet",61875
20250712100010781,1,Small,green,26281
20250712100010782,6,Big,red,83526
20250712100010783,1,Small,green,83281
20250712100010784,1,Small,green,82631
20250712100010785,9,Big,green,83449
20250712100010786,9,Big,green,83759
20250712100010787,1,Small,green,40141
20250712100010788,9,Big,green,77719
20250712100010789,1,Small,green,46171
20250712100010790,9,Big,green,23079
20250712100010791,3,Small,green,65753
20250712100010792,2,Small,red,50142
20250712100010793,7,Big,green,96417
20250712100010794,0,Small,"red,violet",26650
20250712100010795,9,Big,green,70339
20250712100010796,1,Small,green,29071
20250712100010797,1,Small,green,72281
20250712100010798,7,Big,green,89167
20250712100010799,1,Small,green,52411
20250712100010800,8,Big,red,95638
20250712100010801,8,Big,red,59888
20250712100010802,4,Small,red,48134
20250712100010803,9,Big,green,49419
20250712100010804,7,Big,green,87607
20250712100010805,8,Big,red,76978
20250712100010806,5,Big,"green,violet",74665
20250712100010807,5,Big,"green,violet",28405
20250712100010808,1,Small,green,76381
20250712100010809,7,Big,green,56697
20250712100010810,9,Big,green,95199
20250712100010811,0,Small,"red,violet",78870
20250712100010812,4,Small,red,89674
20250712100010813,8,Big,red,65298
20250712100010814,4,Small,red,84594
20250712100010815,3,Small,green,21503
20250712100010816,2,Small,red,43592
20250712100010817,7,Big,green,54077
20250712100010818,9,Big,green,83389
20250712100010819,3,Small,green,31393
20250712100010820,1,Small,green,78641
20250712100010821,3,Small,green,37023
20250712100010822,6,Big,red,69156
20250712100010823,9,Big,green,89469
20250712100010824,0,Small,"red,violet",41380
20250712100010825,5,Big,"green,violet",45285
20250712100010826,1,Small,green,52601
20250712100010827,9,Big,green,95949
20250712100010828,6,Big,red,66586
20250712100010829,1,Small,green,46351
20250712100010830,8,Big,red,74488
20250712100010831,8,Big,red,68638
20250712100010832,0,Small,"red,violet",44510
20250712100010833,8,Big,red,31808
20250712100010834,4,Small,red,39874
20250712100010835,5,Big,"green,violet",27645
20250712100010836,4,Small,red,32224
20250712100010837,8,Big,red,75498
20250712100010838,6,Big,red,31686
20250712100010839,8,Big,red,33688
20250712100010840,8,Big,red,21358
20250712100010841,8,Big,red,35568
20250712100010842,8,Big,red,45148
20250712100010843,8,Big,red,55518
20250712100010844,2,Small,red,47312
20250712100010845,4,Small,red,90404
20250712100010846,9,Big,green,58699
20250712100010847,0,Small,"red,violet",45600
20250712100010848,6,Big,red,12566
20250712100010849,5,Big,"green,violet",87485
20250712100010850,0,Small,"red,violet",96890
20250712100010851,5,Big,"green,violet",14815
20250712100010852,0,Small,"red,violet",98090
20250712100010853,8,Big,red,53078
20250712100010854,0,Small,"red,violet",70400
20250712100010855,6,Big,red,78966
20250712100010856,4,Small,red,27214
20250712100010857,0,Small,"red,violet",82230
20250712100010858,9,Big,green,46599
20250712100010859,7,Big,green,78057
20250712100010860,8,Big,red,12698
20250712100010861,6,Big,red,81596
20250712100010862,6,Big,red,62796
20250712100010863,2,Small,red,52552
20250712100010864,7,Big,green,36067
20250712100010865,8,Big,red,33158
20250712100010866,0,Small,"red,violet",57780
20250712100010867,7,Big,green,45737
20250712100010868,9,Big,green,82109
20250712100010869,3,Small,green,90223
20250712100010870,7,Big,green,90727
20250712100010871,2,Small,red,47002
20250712100010872,9,Big,green,86019
20250712100010873,1,Small,green,55871
20250712100010874,1,Small,green,17191
20250712100010875,9,Big,green,68719
20250712100010876,7,Big,green,21877
20250712100010877,5,Big,"green,violet",70635
20250712100010878,5,Big,"green,violet",23005
20250712100010879,4,Small,red,36184
20250712100010880,4,Small,red,59534
20250712100010881,4,Small,red,11334
20250712100010882,2,Small,red,40572
20250712100010883,2,Small,red,78482
20250712100010884,2,Small,red,90692
20250712100010885,1,Small,green,41571
20250712100010886,2,Small,red,79882
20250712100010887,1,Small,green,29231
20250712100010888,1,Small,green,64341
20250712100010889,8,Big,red,35708
20250712100010890,7,Big,green,35977
20250712100010891,0,Small,"red,violet",41560
20250712100010892,4,Small,red,25734
20250712100010893,2,Small,red,47582
20250712100010894,3,Small,green,30763
20250712100010895,8,Big,red,68148
20250712100010896,2,Small,red,15602
20250712100010897,6,Big,red,81166
20250712100010898,9,Big,green,89799
20250712100010899,4,Small,red,73284
20250712100010900,0,Small,"red,violet",55550
20250712100010901,5,Big,"green,violet",32585
20250712100010902,5,Big,"green,violet",56675
20250712100010903,7,Big,green,78837
20250712100010904,8,Big,red,94578
20250712100010905,5,Big,"green,violet",66645
20250712100010906,0,Small,"red,violet",89890
20250712100010907,1,Small,green,47851
20250712100010908,0,Small,"red,violet",28860
20250712100010909,4,Small,red,35444
20250712100010910,1,Small,green,76421
20250712100010911,1,Small,green,81151
20250712100010912,4,Small,red,23174
20250712100010913,1,Small,green,54191
20250712100010914,9,Big,green,86859
20250712100010915,1,Small,green,71531
20250712100010916,7,Big,green,43477
20250712100010917,7,Big,green,84967
20250712100010918,9,Big,green,38439
20250712100010919,3,Small,green,20363
20250712100010920,1,Small,green,28851
20250712100010921,0,Small,"red,violet",32050
20250712100010922,1,Small,green,23791
20250712100010923,9,Big,green,53999
20250712100010924,0,Small,"red,violet",38680
20250712100010925,8,Big,red,53688
20250712100010926,0,Small,"red,violet",39270
20250712100010927,7,Big,green,17027
20250712100010928,5,Big,"green,violet",45745
20250712100010929,1,Small,green,35421
20250712100010930,8,Big,red,35148
20250712100010931,2,Small,red,62782
20250712100010932,5,Big,"green,violet",48575
20250712100010933,9,Big,green,13979
20250712100010934,7,Big,green,34277
20250712100010935,8,Big,red,49948
20250712100010936,9,Big,green,20319
20250712100010937,0,Small,"red,violet",44710
20250712100010938,8,Big,red,23428
20250712100010939,8,Big,red,31238
20250712100010940,4,Small,red,12624
20250712100010941,8,Big,red,22288
20250712100010942,6,Big,red,12536
20250712100010943,7,Big,green,50917
20250712100010944,3,Small,green,52323
20250712100010945,9,Big,green,57589
20250712100010946,4,Small,red,35394
20250712100010947,7,Big,green,30797
20250712100010948,9,Big,green,38509
20250712100010949,8,Big,red,54228
20250712100010950,2,Small,red,48192
20250712100010951,3,Small,green,81153
20250712100010952,6,Big,red,63796
20250712100010953,0,Small,"red,violet",47850
20250712100010954,9,Big,green,33219
20250712100010955,3,Small,green,31573
20250712100010956,4,Small,red,50414
20250712100010957,8,Big,red,61118
20250712100010958,0,Small,"red,violet",18690
20250712100010959,6,Big,red,62676
20250712100010960,6,Big,red,63496
20250712100010961,5,Big,"green,violet",89755
20250712100010962,3,Small,green,37923
20250712100010963,5,Big,"green,violet",66795
20250712100010964,0,Small,"red,violet",69530
20250712100010965,5,Big,"green,violet",80765
20250712100010966,5,Big,"green,violet",77735
20250712100010967,2,Small,red,97272
20250712100010968,8,Big,red,84438
20250712100010969,0,Small,"red,violet",78400
20250712100010970,2,Small,red,11232
20250712100010971,6,Big,red,82946
20250712100010972,4,Small,red,96274
20250712100010973,0,Small,"red,violet",88130
20250712100010974,2,Small,red,98042
20250712100010975,3,Small,green,78883
20250712100010976,2,Small,red,49432
20250712100010977,6,Big,red,96066
20250712100010978,9,Big,green,37219
20250712100010979,3,Small,green,20863
20250712100010980,4,Small,red,25854
20250712100010981,3,Small,green,68773
20250712100010982,5,Big,"green,violet",72355
20250712100010983,5,Big,"green,violet",48195
20250712100010984,1,Small,green,66561
20250712100010985,1,Small,green,48781
20250712100010986,6,Big,red,51846
20250712100010987,3,Small,green,73633
20250712100010988,5,Big,"green,violet",79055
20250712100010989,0,Small,"red,violet",22640
20250712100010990,5,Big,"green,violet",39185
20250712100010991,7,Big,green,78417
20250712100010992,6,Big,red,12686
20250712100010993,7,Big,green,84977
20250712100010994,4,Small,red,85454
20250712100010995,9,Big,green,11959
20250712100010996,4,Small,red,25584
20250712100010997,2,Small,red,97592
20250712100010998,3,Small,green,47143
20250712100010999,8,Big,red,53358
20250712100011000,0,Small,"red,violet",54860
20250712100011001,1,Small,green,82381
20250712100011002,4,Small,red,24564
20250712100011003,5,Big,"green,violet",22175
20250712100011004,6,Big,red,45526
20250712100011005,3,Small,green,14823
20250712100011006,7,Big,green,93957
20250712100011007,2,Small,red,39672
20250712100011008,6,Big,red,84066
20250712100011009,8,Big,red,27428
20250712100011010,1,Small,green,45031
20250712100011011,1,Small,green,23681
20250712100011012,5,Big,"green,violet",98635
20250712100011013,5,Big,"green,violet",37935
20250712100011014,5,Big,"green,violet",83325
20250712100011015,6,Big,red,36866
20250712100011016,0,Small,"red,violet",32230
20250712100011017,8,Big,red,79988
20250712100011018,8,Big,red,23518
20250712100011019,3,Small,green,45613
20250712100011020,6,Big,red,47736
20250712100011021,4,Small,red,67694
20250712100011022,0,Small,"red,violet",80650
20250712100011023,0,Small,"red,violet",47840
20250712100011024,5,Big,"green,violet",94025
20250712100011025,8,Big,red,81738
20250712100011026,2,Small,red,48932
20250712100011027,2,Small,red,65642
20250712100011028,4,Small,red,99354
20250712100011029,0,Small,"red,violet",28660
20250712100011030,8,Big,red,60398
20250712100011031,2,Small,red,11582
20250712100011032,0,Small,"red,violet",38910
20250712100011033,6,Big,red,34226
20250712100011034,9,Big,green,76179
20250712100011035,5,Big,"green,violet",53405
20250712100011036,2,Small,red,22722
20250712100011037,5,Big,"green,violet",92135
20250712100011038,4,Small,red,95564
20250712100011039,1,Small,green,40861
20250712100011040,5,Big,"green,violet",33785
20250712100011041,2,Small,red,22872
20250712100011042,5,Big,"green,violet",70495
20250712100011043,7,Big,green,82327
20250712100011044,9,Big,green,55549
20250712100011045,3,Small,green,20473
20250712100011046,3,Small,green,57273
20250712100011047,3,Small,green,82843
20250712100011048,2,Small,red,24382
20250712100011049,8,Big,red,73248
20250712100011050,7,Big,green,48807
20250712100011051,7,Big,green,57427
20250712100011052,5,Big,"green,violet",35135
20250712100011053,4,Small,red,54474
20250712100011054,7,Big,green,79277
20250712100011055,5,Big,"green,violet",79865
20250712100011056,8,Big,red,70358
20250712100011057,5,Big,"green,violet",52545
20250712100011058,5,Big,"green,violet",35695
20250712100011059,6,Big,red,55186
20250712100011060,4,Small,red,57294
20250712100011061,0,Small,"red,violet",25720
20250712100011062,3,Small,green,18773
20250712100011063,3,Small,green,79253
20250712100011064,7,Big,green,82237
20250712100011065,3,Small,green,44593
20250712100011066,6,Big,red,15686
20250712100011067,2,Small,red,11162
20250712100011068,4,Small,red,10234
20250712100011069,3,Small,green,78993
20250712100011070,4,Small,red,12894
20250712100011071,0,Small,"red,violet",45430
20250712100011072,5,Big,"green,violet",33045
20250712100011073,3,Small,green,76473
20250712100011074,0,Small,"red,violet",41340
20250712100011075,9,Big,green,70349
20250712100011076,5,Big,"green,violet",42325
20250712100011077,2,Small,red,23052
20250712100011078,2,Small,red,41842
20250712100011079,6,Big,red,98506
20250712100011080,0,Small,"red,violet",78540
20250712100011081,4,Small,red,82844
20250712100011082,5,Big,"green,violet",18075
20250712100011083,9,Big,green,57749
20250712100011084,4,Small,red,13014
20250712100011085,2,Small,red,70412
20250712100011086,7,Big,green,27297
20250712100011087,7,Big,green,74917
20250712100011088,0,Small,"red,violet",94070
20250712100011089,7,Big,green,80427
20250712100011090,9,Big,green,18329
20250712100011091,0,Small,"red,violet",73020
20250712100011092,0,Small,"red,violet",15930
20250712100011093,4,Small,red,84464
20250712100011094,6,Big,red,22606
20250712100011095,2,Small,red,66932
20250712100011096,2,Small,red,88542
20250712100011097,1,Small,green,27831
20250712100011098,6,Big,red,52206
20250712100011099,2,Small,red,99402
20250712100011100,7,Big,green,66947
20250712100011101,8,Big,red,16138
20250712100011102,1,Small,green,79351
20250712100011103,7,Big,green,18407
20250712100011104,8,Big,red,63728
20250712100011105,4,Small,red,58924
20250712100011106,3,Small,green,25413
20250712100011107,2,Small,red,73122
20250712100011108,0,Small,"red,violet",57790
20250712100011109,9,Big,green,93699
20250712100011110,1,Small,green,15791
20250712100011111,8,Big,red,52618
20250712100011112,3,Small,green,45713
20250712100011113,4,Small,red,15294
20250712100011114,0,Small,"red,violet",55750
20250712100011115,3,Small,green,37023
20250712100011116,0,Small,"red,violet",89320
20250712100011117,7,Big,green,22807
20250712100011118,1,Small,green,99761
20250712100011119,9,Big,green,53879
20250712100011120,0,Small,"red,violet",34140
20250712100011121,4,Small,red,93244
20250712100011122,4,Small,red,41784
20250712100011123,4,Small,red,18244
20250712100011124,7,Big,green,57977
20250712100011125,1,Small,green,15901
20250712100011126,5,Big,"green,violet",31655
20250712100011127,5,Big,"green,violet",37175
20250712100011128,1,Small,green,82021
20250712100011129,4,Small,red,33664
20250712100011130,9,Big,green,63589
20250712100011131,7,Big,green,39047
20250712100011132,1,Small,green,95471
20250712100011133,9,Big,green,84199
20250712100011134,9,Big,green,95979
20250712100011135,8,Big,red,69508
20250712100011136,6,Big,red,51386
20250712100011137,6,Big,red,50196
20250712100011138,7,Big,green,91067
20250712100011139,5,Big,"green,violet",76415
20250712100011140,9,Big,green,66109
20250712100011141,7,Big,green,66087
20250712100011142,3,Small,green,42643
20250712100011143,1,Small,green,21311
20250712100011144,3,Small,green,62573
20250712100011145,7,Big,green,43767
20250712100011146,5,Big,"green,violet",31735
20250712100011147,3,Small,green,66933
20250712100011148,0,Small,"red,violet",39720
20250712100011149,3,Small,green,81053
20250712100011150,0,Small,"red,violet",82920
20250712100011151,9,Big,green,74679
20250712100011152,0,Small,"red,violet",90650
20250712100011153,3,Small,green,77573
20250712100011154,4,Small,red,32354
20250712100011155,9,Big,green,23839
20250712100011156,6,Big,red,56206
20250712100011157,6,Big,red,52406
20250712100011158,9,Big,green,71239
20250712100011159,4,Small,red,60964
20250712100011160,5,Big,"green,violet",79665
20250712100011161,3,Small,green,56473
20250712100011162,8,Big,red,50198
20250712100011163,7,Big,green,22657
20250712100011164,3,Small,green,50803
20250712100011165,3,Small,green,10433
20250712100011166,2,Small,red,31852
20250712100011167,8,Big,red,55928
20250712100011168,0,Small,"red,violet",15410
20250712100011169,9,Big,green,31319
20250712100011170,7,Big,green,45697
20250712100011171,6,Big,red,31436
20250712100011172,0,Small,"red,violet",16390
20250712100011173,4,Small,red,81774
20250712100011174,5,Big,"green,violet",28135
20250712100011175,1,Small,green,61651
20250712100011176,5,Big,"green,violet",38025
20250712100011177,1,Small,green,81421
20250712100011178,1,Small,green,99581
20250712100011179,0,Small,"red,violet",59390
20250712100011180,0,Small,"red,violet",60430
20250712100011181,2,Small,red,33682
20250712100011182,1,Small,green,56061
20250712100011183,5,Big,"green,violet",59495
20250712100011184,4,Small,red,77154
20250712100011185,2,Small,red,55912
20250712100011186,0,Small,"red,violet",88650
20250712100011187,1,Small,green,17661
20250712100011188,5,Big,"green,violet",27935
20250712100011189,7,Big,green,76897
20250712100011190,4,Small,red,31804
20250712100011191,9,Big,green,19029
20250712100011192,6,Big,red,61636
20250712100011193,1,Small,green,54861
20250712100011194,0,Small,"red,violet",74470
20250712100011195,9,Big,green,51689
20250712100011196,8,Big,red,98568
20250712100011197,3,Small,green,38563
20250712100011198,3,Small,green,74003
20250712100011199,6,Big,red,58276
20250712100011200,9,Big,green,12469
20250712100011201,8,Big,red,15498
20250712100011202,7,Big,green,27717
20250712100011203,2,Small,red,36192
20250712100011204,0,Small,"red,violet",13870
20250712100011205,6,Big,red,50416
20250712100011206,3,Small,green,97263
20250712100011207,4,Small,red,74974
20250712100011208,1,Small,green,61981
20250712100011209,9,Big,green,47569
20250712100011210,9,Big,green,92079
20250712100011211,2,Small,red,83512
20250712100011212,3,Small,green,60143
20250712100011213,2,Small,red,89682
20250712100011214,1,Small,green,86961
20250712100011215,8,Big,red,30408
